TaxID	Taxon	Rank
TaxID_1504	Clostridium septicum	species
TaxID_1980931	Staphylococcus virus IPLAC1C	species
TaxID_991904	Polymorphum gilvum	species
TaxID_404589	Anaeromyxobacter sp. Fw109-5	species
TaxID_65123	Mycoplasma wenyonii	species
TaxID_2027857	Mariniflexile sp. TRM1-10	species
TaxID_2252	Haloferax mediterranei	species
TaxID_54259	Ignicoccus islandicus	species
TaxID_1079	Blastochloris viridis	species
TaxID_571800	Psychrobacter sp. G	species
TaxID_2058657	Zhihengliuella sp. ISTPL4	species
TaxID_297	Hydrogenophilus thermoluteolus	species
TaxID_1965231	Campylobacter pinnipediorum	species
TaxID_261292	Nitrosomonas sp. Is79A3	species
TaxID_405212	Alicyclobacillus acidocaldarius	species
TaxID_85683	[Bacillus] selenitireducens	species
TaxID_603050	Arcobacter mytili	species
TaxID_135487	Nocardia cyriacigeorgica	species
TaxID_1930593	Vampirococcus sp. LiM	species
TaxID_41673	Acidianus brierleyi	species
TaxID_616991	Arenibacter algicola	species
TaxID_61635	Acholeplasma brassicae	species
TaxID_1923224	Hubei sobemo-like virus 37	species
TaxID_113366	Heliothis virescens ascovirus 3a	species
TaxID_1437364	Thermosipho sp. 1070	species
TaxID_236	Brucella ovis	species
TaxID_925818	Methylobacterium sp. AMS5	species
TaxID_2282738	Streptomyces sp. GSSD-12	species
TaxID_292	Burkholderia cepacia	species
TaxID_1921554	Escherichia virus Cajan	species
TaxID_2479546	Vibrio sp. HBUAS61001	species
TaxID_1327989	Serratia sp. FS14	species
TaxID_28028	Corynebacterium flavescens	species
TaxID_1002672	Candidatus Pelagibacter sp. IMCC9063	species
TaxID_1891763	Human polyomavirus 2	species
TaxID_376	Bradyrhizobium sp.	species
TaxID_2081702	Actinomyces sp. oral taxon 897	species
TaxID_250	Chryseobacterium gleum	species
TaxID_42817	Corynebacterium argentoratense	species
TaxID_81475	Frateuria aurantia	species
TaxID_206403	Sulfurovum lithotrophicum	species
TaxID_84599	Staphylothermus hellenicus	species
TaxID_133453	Caldilinea aerophila	species
TaxID_563177	Acidianus hospitalis	species
TaxID_320841	Staphylococcus virus EW	species
TaxID_170325	Canid alphaherpesvirus 1	species
TaxID_1002724	Shigella virus Shfl1	species
TaxID_51669	Tetragenococcus halophilus	species
TaxID_488446	Burkholderia latens	species
TaxID_1520670	[Mycobacterium] stephanolepidis	species
TaxID_1637999	Verrucomicrobia bacterium IMCC26134	species
TaxID_2479393	Pseudomonas sp. LTGT-11-2Z	species
TaxID_334542	Rhodococcus qingshengii	species
TaxID_63612	Sodalis glossinidius	species
TaxID_1774	Mycobacteroides chelonae	species
TaxID_37927	Sinomonas atrocyanea	species
TaxID_1810504	Immundisolibacter cernigliae	species
TaxID_871584	Clostridium phage phiCTP1	species
TaxID_1896164	Luteimonas sp. JM171	species
TaxID_1449897	Uncultured phage WW-nAnB strain 3	species
TaxID_285473	Streptomyces rubrolavendulae	species
TaxID_1685743	Lake Sarah-associated circular virus-17	species
TaxID_675864	Auraticoccus monumenti	species
TaxID_861	Fusobacterium ulcerans	species
TaxID_981330	Tsukamurella phage TPA2	species
TaxID_308354	Staphylococcus simiae	species
TaxID_2290922	Lysobacter sp. TY2-98	species
TaxID_1330330	Kosmotoga pacifica	species
TaxID_86660	Mycoplasma dispar	species
TaxID_2059264	Shewanella sp. Pdp11	species
TaxID_2489595	Glaciecola sp. THG-3.7	species
TaxID_53952	Thermococcus peptonophilus	species
TaxID_1884915	Candidatus Nanopelagicus hibericus	species
TaxID_659243	Bacillus siamensis	species
TaxID_2161747	Saccharospirillum mangrovi	species
TaxID_859653	alpha proteobacterium HIMB5	species
TaxID_2006145	Mycobacterium virus Rosebush	species
TaxID_1673076	Sphingobium hydrophobicum	species
TaxID_1653480	Alloactinosynnema sp. L-07	species
TaxID_519472	Vagococcus teuberi	species
TaxID_1028989	Pseudomonas sp. StFLB209	species
TaxID_1634516	Citromicrobium sp. JL477	species
TaxID_2219057	Pseudomonas sp. LG1E9	species
TaxID_54261	Ferroglobus placidus	species
TaxID_754477	Methylophaga frappieri	species
TaxID_1774743	Bacillus sp. SDLI1	species
TaxID_936476	Marinomonas posidonica	species
TaxID_68192	Streptomyces cyaneogriseus	species
TaxID_2448483	Serratia sp. 3ACOL1	species
TaxID_1325095	Bradyrhizobium sp. CCBAU 51670	species
TaxID_593909	Mesorhizobium opportunistum	species
TaxID_1914206	Shigella virus Pss1	species
TaxID_166935	Pseudoalteromonas translucida	species
TaxID_1921008	Escherichia virus T1	species
TaxID_1714373	Microbacterium sp. No. 7	species
TaxID_1982579	Escherichia virus phiV10	species
TaxID_45972	Staphylococcus pasteuri	species
TaxID_1671721	Marinobacter sp. CP1	species
TaxID_320497	Neoasaia chiangmaiensis	species
TaxID_200	Campylobacter curvus	species
TaxID_1089444	Dickeya solani	species
TaxID_169669	Pseudomonas extremorientalis	species
TaxID_170679	Vibrio chagasii	species
TaxID_1203471	Geobacter daltonii	species
TaxID_1882918	Pajaroellobacter abortibovis	species
TaxID_1541959	Candidatus Izimaplasma sp. HR1	species
TaxID_2169976	Leuconostoc virus LN12	species
TaxID_2283195	Ornithinimicrobium sp. AMA3305	species
TaxID_2058137	Polaribacter sp. ALD11	species
TaxID_83554	Chlamydia psittaci	species
TaxID_1965382	Escherichia virus VpaE1	species
TaxID_196024	Aeromonas dhakensis	species
TaxID_639313	Hoyosella subflava	species
TaxID_1283076	Pelagibacter phage HTVC008M	species
TaxID_68173	Kitasatospora albolonga	species
TaxID_1147	Synechocystis sp. PCC 6714	species
TaxID_247481	Candidatus Cardinium hertigii	species
TaxID_1579	Lactobacillus acidophilus	species
TaxID_2058133	Alteromonas sp. MB-3u-76	species
TaxID_43661	Shewanella benthica	species
TaxID_1752064	Leptolyngbya sp. NIES-3755	species
TaxID_83986	Methanoculleus bourgensis	species
TaxID_1778264	Candidatus Mikella endobia	species
TaxID_47872	Micromonospora purpureochromogenes	species
TaxID_1072256	Corynebacterium uterequi	species
TaxID_1896175	Polaribacter sp. KT 15	species
TaxID_708131	Aurantimicrobium minutum	species
TaxID_1620215	Sulfuricaulis limicola	species
TaxID_2202148	Azospirillum sp. CFH 70021	species
TaxID_658641	Pseudomonas sp. R2-7-07	species
TaxID_80854	Moritella viscosa	species
TaxID_1173283	Pseudomonas sp. R3-18-08	species
TaxID_40577	Xenorhabdus poinarii	species
TaxID_2303750	Stenotrophomonas sp. G4	species
TaxID_76947	Sphingobium herbicidovorans	species
TaxID_96230	Legionella fallonii	species
TaxID_1008	Saprospira grandis	species
TaxID_187491	Corynebacterium glaucum	species
TaxID_463024	Bordetella genomosp. 6	species
TaxID_119206	Aerococcus sanguinicola	species
TaxID_1486262	Martelella endophytica	species
TaxID_216933	Spiroplasma chrysopicola	species
TaxID_1297742	Myxococcus hansupus	species
TaxID_1804984	Burkholderia sp. OLGA172	species
TaxID_1549855	Haematospirillum jordaniae	species
TaxID_2268087	Polaromonas sp. SP1	species
TaxID_959	Bdellovibrio bacteriovorus	species
TaxID_916	Nitrosomonas eutropha	species
TaxID_29311	Mycobacterium haemophilum	species
TaxID_1618207	Psychromicrobium lacuslunae	species
TaxID_1921710	Bacillus virus Slash	species
TaxID_2006110	Luteimonas sp. 100111	species
TaxID_1678128	Limnohabitans sp. 63ED37-2	species
TaxID_1825069	Streptococcus marmotae	species
TaxID_51663	Pediococcus damnosus	species
TaxID_2493668	Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	species
TaxID_10264	Pigeonpox virus	species
TaxID_1918726	Escherichia virus CVM10	species
TaxID_1964448	Candidatus Borrelia tachyglossi	species
TaxID_1914894	Escherichia virus 4MG	species
TaxID_2041	Aeromicrobium erythreum	species
TaxID_145261	Methanothermobacter wolfeii	species
TaxID_266779	Chelativorans sp. BNC1	species
TaxID_332056	Sphingobium japonicum	species
TaxID_1655644	Parabacteroides phage YZ-2015a	species
TaxID_1244531	Campylobacter iguaniorum	species
TaxID_77038	Wolbachia endosymbiont of Drosophila simulans	species
TaxID_1494	Clostridium cochlearium	species
TaxID_2051	Mobiluncus curtisii	species
TaxID_72803	Thermococcus siculi	species
TaxID_28901	Salmonella enterica	species
TaxID_417	Methylomonas clara	species
TaxID_1658671	Arsenicicoccus sp. oral taxon 190	species
TaxID_537009	Stygiolobus rod-shaped virus	species
TaxID_1837283	Streptomyces sp. S8	species
TaxID_310769	Fervidobacterium changbaicum	species
TaxID_1166130	Enterobacter sp. R4-368	species
TaxID_708126	Jeotgalibaca dankookensis	species
TaxID_1967665	Colwellia beringensis	species
TaxID_1641	Listeria grayi	species
TaxID_861047	Mycobacterium virus Bron	species
TaxID_132132	Desulfomicrobium orale	species
TaxID_1625	Lactobacillus sanfranciscensis	species
TaxID_1798223	Leifsonia sp. 21MFCrub1.1	species
TaxID_2024580	Plantactinospora sp. KBS50	species
TaxID_370526	Mycolicibacterium rutilum	species
TaxID_1922246	Staphylococcus virus Sextaec	species
TaxID_907	Megasphaera elsdenii	species
TaxID_1310165	Ralstonia pseudosolanacearum	species
TaxID_1347760	Staphylococcus phage SA12	species
TaxID_2020486	Arthrobacter sp. YN	species
TaxID_977801	Enterococcus phage EF62phi	species
TaxID_1322	Blautia hansenii	species
TaxID_588898	Haloterrigena daqingensis	species
TaxID_33990	Rickettsia bellii	species
TaxID_10761	Shigella virus Sf6	species
TaxID_1718158	Enterococcus phage IME-EFm5	species
TaxID_2220095	Cryobacterium sp. GCJ02	species
TaxID_86665	Bacillus halodurans	species
TaxID_1224749	Exiguobacterium sp. ZWU0009	species
TaxID_195	Campylobacter coli	species
TaxID_43767	Rhodococcus hoagii	species
TaxID_107401	Tenacibaculum maritimum	species
TaxID_712991	Lachnospiraceae bacterium oral taxon 500	species
TaxID_388413	Algoriphagus machipongonensis	species
TaxID_1292	Staphylococcus warneri	species
TaxID_2184053	Streptomyces sp. ZFG47	species
TaxID_1637831	Burkholderia sp. MSMB617WGS	species
TaxID_1216932	Clostridium bornimense	species
TaxID_553	Pantoea ananatis	species
TaxID_1648923	Bacillus paralicheniformis	species
TaxID_1055487	Methylotenera versatilis	species
TaxID_144	Borrelia coriaceae	species
TaxID_1402861	Bacillus filamentosus	species
TaxID_1255301	Tunisvirus	species
TaxID_169679	Clostridium saccharobutylicum	species
TaxID_436515	Variovorax boronicumulans	species
TaxID_1510841	Parasaccharibacter apium	species
TaxID_584	Proteus mirabilis	species
TaxID_321662	Pseudomonas moraviensis	species
TaxID_179636	Alicycliphilus denitrificans	species
TaxID_1630693	Gemmata sp. SH-PL17	species
TaxID_1659194	Pseudomonas sp. GR 6-02	species
TaxID_37734	Enterococcus casseliflavus	species
TaxID_1541887	Salmonella virus Chi	species
TaxID_1883371	Erwinia phage vB_EamM_ChrisDB	species
TaxID_161896	Corynebacterium camporealensis	species
TaxID_529884	Rhodoluna lacicola	species
TaxID_51677	Xestia c-nigrum granulovirus	species
TaxID_748280	Pseudogulbenkiania sp. NH8B	species
TaxID_1637841	Burkholderia sp. MSMB0852	species
TaxID_1458859	Shewanella sp. phage 1/4	species
TaxID_35	Myxococcus macrosporus	species
TaxID_242600	Ichthyobacterium seriolicida	species
TaxID_35789	Rickettsia helvetica	species
TaxID_300231	Glaciecola nitratireducens	species
TaxID_946333	Rhizobacter gummiphilus	species
TaxID_2086577	Lysinibacillus sp. Marseille-P5727	species
TaxID_1933880	Glutamicibacter halophytocola	species
TaxID_1902245	Nakamurella sp. s14-144	species
TaxID_996	Flavobacterium columnare	species
TaxID_339268	Mycobacterium colombiense	species
TaxID_34062	Moraxella osloensis	species
TaxID_69823	Selenomonas sputigena	species
TaxID_1821563	Gordonia phage UmaThurman	species
TaxID_1797	Mycolicibacterium thermoresistibile	species
TaxID_1336804	Polaribacter sp. Hel1_33_78	species
TaxID_535744	Cronobacter universalis	species
TaxID_983545	Glaciecola sp. 4H-3-7+YE-5	species
TaxID_83406	gamma proteobacterium HdN1	species
TaxID_410330	Calyptogena okutanii thioautotrophic gill symbiont	species
TaxID_135569	Helicobacter apodemus	species
TaxID_85154	Streptococcus virus O1205	species
TaxID_57029	Psychroflexus torquis	species
TaxID_28449	Neisseria subflava	species
TaxID_2161872	Colwellia sp. Arc7-D	species
TaxID_1388755	Candidatus Pelagibacter sp. HIMB1321	species
TaxID_1576550	Candidatus Kinetoplastibacterium sorsogonicusi	species
TaxID_1033854	Thioalkalivibrio sulfidiphilus	species
TaxID_28873	Camelpox virus	species
TaxID_78331	Mycobacterium canettii	species
TaxID_154	Spirochaeta thermophila	species
TaxID_1082704	Lonsdalea britannica	species
TaxID_1619313	Erwinia gerundensis	species
TaxID_536474	Cyanophage Syn30	species
TaxID_2071627	Plantactinospora sp. BB1	species
TaxID_110937	Rathayibacter festucae	species
TaxID_83816	Methanobrevibacter ruminantium	species
TaxID_591197	Ignavibacterium album	species
TaxID_489	Neisseria polysaccharea	species
TaxID_1389713	Mycobacterium paragordonae	species
TaxID_1609977	Sphingomonas hengshuiensis	species
TaxID_1124597	Magnetococcus marinus	species
TaxID_172	Leptospira biflexa	species
TaxID_294671	Methanobrevibacter olleyae	species
TaxID_28189	Capnocytophaga cynodegmi	species
TaxID_518	Bordetella bronchiseptica	species
TaxID_45634	Streptococcus cristatus	species
TaxID_36873	Paraburkholderia xenovorans	species
TaxID_80867	Acidovorax avenae	species
TaxID_1758179	Aeromonas sp. ASNIH5	species
TaxID_1940	Streptomyces albireticuli	species
TaxID_159346	Roseibacterium elongatum	species
TaxID_225991	Comamonas aquatica	species
TaxID_2104	Mycoplasma pneumoniae	species
TaxID_2025492	Staphylococcus sp. M0911	species
TaxID_28031	Lysinibacillus fusiformis	species
TaxID_233316	Alteromonas stellipolaris	species
TaxID_38288	Corynebacterium genitalium	species
TaxID_1118153	Halomonas sp. GFAJ-1	species
TaxID_155077	Cellvibrio japonicus	species
TaxID_1241981	Chryseobacterium lactis	species
TaxID_446679	Nostoc sphaeroides	species
TaxID_876	Desulfovibrio desulfuricans	species
TaxID_1654388	Staphylococcus schweitzeri	species
TaxID_1967666	Microcystis sp. MC19	species
TaxID_184117	Thermoproteus uzoniensis	species
TaxID_2183896	Flavobacterium crocinum	species
TaxID_1703969	Rhizobium sp. N324	species
TaxID_60893	Desulfobacca acetoxidans	species
TaxID_1778263	Candidatus Hoaglandella endobia	species
TaxID_2201356	Pseudomonas sp. 31-12	species
TaxID_1796613	Bacteroides caecimuris	species
TaxID_28132	Prevotella melaninogenica	species
TaxID_431306	Acetobacter ghanensis	species
TaxID_2026199	Paraburkholderia aromaticivorans	species
TaxID_664962	Azospirillum sp. TSH58	species
TaxID_1636603	Acinetobacter sp. ACNIH1	species
TaxID_12210	Pepper severe mosaic virus	species
TaxID_1921087	Mariprofundus ferrinatatus	species
TaxID_1838062	Gordonia phage Blueberry	species
TaxID_90270	Xanthomonas gardneri	species
TaxID_241425	Crinalium epipsammum	species
TaxID_1916956	Synechococcus sp. SynAce01	species
TaxID_1702238	Clostridium sp. MF28	species
TaxID_44574	Nitrosomonas communis	species
TaxID_2496837	Brevibacillus sp. SCSIO 07484	species
TaxID_2282475	Achromobacter sp. B7	species
TaxID_1245526	Pseudomonas guangdongensis	species
TaxID_437505	Granulosicoccus antarcticus	species
TaxID_444444	Chelatococcus daeguensis	species
TaxID_84405	Hippea maritima	species
TaxID_2082949	Microvirga sp. 17 mud 1-3	species
TaxID_2290923	Crenobacter sp. K1W11S-77	species
TaxID_1851167	Streptomyces sp. 11-1-2	species
TaxID_146923	Streptomyces parvulus	species
TaxID_1945662	Paracoccus contaminans	species
TaxID_161493	Anaeromyxobacter dehalogenans	species
TaxID_414970	Enterobacteria phage cdtI	species
TaxID_2213194	Paraliobacillus sp. X-1125	species
TaxID_2070369	Sulfitobacter sp. JL08	species
TaxID_1933909	Bartonella sp. 114	species
TaxID_1560313	Lactococcus phage WRP3	species
TaxID_65553	Sulfurospirillum deleyianum	species
TaxID_1586712	Yellowstone lake mimivirus	species
TaxID_216934	Spiroplasma corruscae	species
TaxID_421	Methylomonas methanica	species
TaxID_1981027	Escherichia virus EK99P1	species
TaxID_624186	Blattabacterium sp. (Blattella germanica)	species
TaxID_354	Azotobacter vinelandii	species
TaxID_113562	Actinoplanes derwentensis	species
TaxID_73010	Aeromonas encheleia	species
TaxID_714	Aggregatibacter actinomycetemcomitans	species
TaxID_67082	BeAn 58058 virus	species
TaxID_1007105	Pusillimonas sp. T7-7	species
TaxID_2756	Brochothrix thermosphacta	species
TaxID_648	Aeromonas caviae	species
TaxID_1178516	Spirosoma montaniterrae	species
TaxID_1849491	Auricoccus indicus	species
TaxID_337	Burkholderia glumae	species
TaxID_944547	Arcobacter sp. L	species
TaxID_68895	Cupriavidus basilensis	species
TaxID_423605	Elusimicrobium minutum	species
TaxID_42879	Methanococcus aeolicus	species
TaxID_1664069	Bacillus glycinifermentans	species
TaxID_155148	Salmonella virus HK620	species
TaxID_1676267	Rosellinia necatrix megabirnavirus 2-W8	species
TaxID_589436	Prevotella fusca	species
TaxID_256701	Glutamicibacter arilaitensis	species
TaxID_349106	Psychrobacter sp. PRwf-1	species
TaxID_53407	Pseudomonas asplenii	species
TaxID_2505977	Halorussus sp. RC-68	species
TaxID_2198	Methanoculleus marisnigri	species
TaxID_58049	Colwellia sp. MT41	species
TaxID_665884	Lactococcus virus CB14	species
TaxID_66969	Legionella waltersii	species
TaxID_1871034	Propionimicrobium sp. Marseille-P3275	species
TaxID_291112	Photorhabdus asymbiotica	species
TaxID_1805478	Olsenella sp. Marseille-P2300	species
TaxID_216944	Spiroplasma sabaudiense	species
TaxID_1629	Weissella viridescens	species
TaxID_44449	Borrelia recurrentis	species
TaxID_1914021	Vibrio virus ValKK3	species
TaxID_473531	Nitrosococcus watsonii	species
TaxID_1982917	Mycobacterium virus Gadjet	species
TaxID_1006	Marivirga tractuosa	species
TaxID_69373	Curtobacterium pusillum	species
TaxID_44008	Enterococcus cecorum	species
TaxID_1250153	Maribacter sp. MAR_2009_60	species
TaxID_887061	Methylovorus sp. MP688	species
TaxID_573600	Candidatus Planktophila limnetica	species
TaxID_749	[Pasteurella] aerogenes	species
TaxID_1711685	Atractylodes mild mottle virus	species
TaxID_215813	Dinoroseobacter shibae	species
TaxID_329	Ralstonia pickettii	species
TaxID_2028343	Rhizobium sp. 11515TR	species
TaxID_549298	Francisella halioticida	species
TaxID_112023	Streptococcus virus 7201	species
TaxID_1355330	Flavobacterium faecale	species
TaxID_1229	Nitrosococcus oceani	species
TaxID_1357916	Sphingopyxis sp. QXT-31	species
TaxID_44251	Paenibacillus durus	species
TaxID_55208	Pectobacterium wasabiae	species
TaxID_341045	Herbaspirillum hiltneri	species
TaxID_2053832	Bacillus sp. HBCD-sjtu	species
TaxID_61652	Serratia rubidaea	species
TaxID_34029	Leptothrix cholodnii	species
TaxID_60478	Shewanella amazonensis	species
TaxID_1921711	Bacillus virus Stahl	species
TaxID_37487	Marichromatium purpuratum	species
TaxID_1907575	Jatrophihabitans sp. GAS493	species
TaxID_1938605	Brevundimonas sp. LM2	species
TaxID_1582259	Soehngenia sp. W6	species
TaxID_442	Gluconobacter oxydans	species
