PathID	Pathway
PathID_237	PWY-5097: L-lysine biosynthesis VI|g__Enterococcus.s__Enterococcus_casseliflavus
PathID_238	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Lactobacillus.s__Lactobacillus_casei_paracasei
PathID_239	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Neisseria.s__Neisseria_flavescens
PathID_240	PWY-6731: starch degradation III
PathID_241	PWY0-1061: superpathway of L-alanine biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis
PathID_242	PANTO-PWY: phosphopantothenate biosynthesis I|g__Escherichia.s__Escherichia_coli
PathID_243	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Synergistes.s__Synergistes_sp_3_1_syn1
PathID_244	PWY66-367: ketogenesis
PathID_245	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Olsenella.s__Olsenella_sp_oral_taxon_809
PathID_246	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Clostridium.s__Clostridium_perfringens
PathID_247	PWY-5747: 2-methylcitrate cycle II|unclassified
PathID_248	PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_sp_2_1_22
PathID_249	PWY-5103: L-isoleucine biosynthesis III|g__Lactococcus.s__Lactococcus_raffinolactis
PathID_250	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA
PathID_251	FUCCAT-PWY: fucose degradation|g__Enterobacter.s__Enterobacter_cloacae
PathID_252	PWY-5840: superpathway of menaquinol-7 biosynthesis
PathID_253	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Pseudoramibacter.s__Pseudoramibacter_alactolyticus
PathID_254	1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Bacteroides.s__Bacteroides_sp_3_1_19
PathID_255	PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Clostridium.s__Clostridium_celatum
PathID_256	PWY-5103: L-isoleucine biosynthesis III|g__Anaerofustis.s__Anaerofustis_stercorihominis
PathID_257	SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|g__Citrobacter.s__Citrobacter_freundii
PathID_258	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Enterobacter.s__Enterobacter_cloacae
PathID_259	PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Escherichia.s__Escherichia_fergusonii
PathID_260	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Streptococcus.s__Streptococcus_cristatus
PathID_261	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Enterococcus.s__Enterococcus_italicus
PathID_262	PWY-6700: queuosine biosynthesis|g__Acetobacter.s__Acetobacter_pasteurianus
PathID_263	FUCCAT-PWY: fucose degradation|g__Klebsiella.s__Klebsiella_oxytoca
PathID_264	PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Escherichia.s__Escherichia_fergusonii
PathID_265	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_uberis
PathID_266	PWY-6151: S-adenosyl-L-methionine cycle I|g__Enterococcus.s__Enterococcus_avium
PathID_267	PWY-5686: UMP biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus
PathID_268	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA
PathID_269	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Synergistes.s__Synergistes_sp_3_1_syn1
PathID_270	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Citrobacter.s__Citrobacter_freundii
PathID_271	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_massiliensis
PathID_272	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Actinomyces.s__Actinomyces_sp_HPA0247
PathID_273	PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)
PathID_274	P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Megamonas.s__Megamonas_funiformis
PathID_275	UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_syringae
PathID_276	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Proteus.s__Proteus_mirabilis
PathID_277	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii
PathID_278	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Citrobacter.s__Citrobacter_koseri
PathID_279	PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA
PathID_280	PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Escherichia.s__Escherichia_coli
PathID_281	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Streptococcus.s__Streptococcus_infantis
PathID_282	UNINTEGRATED|g__Scardovia.s__Scardovia_wiggsiae
PathID_283	PWY-6317: galactose degradation I (Leloir pathway)|g__Lactococcus.s__Lactococcus_lactis
PathID_284	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactococcus.s__Lactococcus_raffinolactis
PathID_285	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_xylanisolvens
PathID_286	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Alloscardovia.s__Alloscardovia_omnicolens
PathID_287	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_salivarius
PathID_288	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Desulfovibrio.s__Desulfovibrio_piger
PathID_289	PANTO-PWY: phosphopantothenate biosynthesis I|g__Blautia.s__Blautia_hydrogenotrophica
PathID_290	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Escherichia.s__Escherichia_albertii
PathID_291	PWY-6703: preQ0 biosynthesis|g__Escherichia.s__Escherichia_albertii
PathID_292	PWY-5686: UMP biosynthesis|g__Butyrivibrio.s__Butyrivibrio_crossotus
PathID_293	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Eubacterium.s__Eubacterium_eligens
PathID_294	PWY-6700: queuosine biosynthesis|g__Prevotella.s__Prevotella_copri
PathID_295	PWY0-1296: purine ribonucleosides degradation|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A
PathID_296	PWY0-1061: superpathway of L-alanine biosynthesis|g__Haemophilus.s__Haemophilus_haemolyticus
PathID_297	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Eubacterium.s__Eubacterium_siraeum
PathID_298	PWY-5083: NAD/NADH phosphorylation and dephosphorylation|g__Citrobacter.s__Citrobacter_koseri
PathID_299	COA-PWY: coenzyme A biosynthesis I|g__Prevotella.s__Prevotella_veroralis
PathID_300	PWY-6662: superpathway of quinolone and alkylquinolone biosynthesis|g__Pseudomonas.s__Pseudomonas_aeruginosa
PathID_301	PWY-6823: molybdenum cofactor biosynthesis
PathID_302	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Clostridiales_Family_XI_Incertae_Sedis_noname.s__Clostridiales_bacterium_BV3C26
PathID_303	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_ratti
PathID_304	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Escherichia.s__Escherichia_coli
PathID_305	PWY-5103: L-isoleucine biosynthesis III|g__Rothia.s__Rothia_dentocariosa
PathID_306	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Proteus.s__Proteus_mirabilis
PathID_307	PWY-6703: preQ0 biosynthesis|g__Sutterella.s__Sutterella_parvirubra
PathID_308	PANTO-PWY: phosphopantothenate biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA
PathID_309	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Haemophilus.s__Haemophilus_pittmaniae
PathID_310	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Blautia.s__Ruminococcus_obeum
PathID_311	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified
PathID_312	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Escherichia.s__Escherichia_coli
PathID_313	PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Veillonella.s__Veillonella_sp_6_1_27
PathID_314	THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Gardnerella.s__Gardnerella_vaginalis
PathID_315	HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Citrobacter.s__Citrobacter_freundii
PathID_316	PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Peptostreptococcaceae_noname.s__Clostridium_difficile
PathID_317	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Desulfovibrio.s__Desulfovibrio_desulfuricans
PathID_318	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Veillonella.s__Veillonella_parvula
PathID_319	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Enterococcus.s__Enterococcus_faecalis
PathID_320	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme
PathID_321	PWY-1042: glycolysis IV (plant cytosol)|g__Enterobacteriaceae_noname.s__Enterobacteriaceae_bacterium_9_2_54FAA
PathID_322	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Enterococcus.s__Enterococcus_cecorum
PathID_323	PWY-621: sucrose degradation III (sucrose invertase)
PathID_324	PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila
PathID_325	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_finegoldii
PathID_326	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_vaginalis
PathID_327	PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lactococcus.s__Lactococcus_lactis
PathID_328	THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Synergistes.s__Synergistes_sp_3_1_syn1
PathID_329	PWY-5097: L-lysine biosynthesis VI|g__Coprobacillus.s__Coprobacillus_sp_29_1
PathID_330	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_sp_2_1_36FAA
PathID_331	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_ovatus
PathID_332	HISTSYN-PWY: L-histidine biosynthesis|g__Methanobrevibacter.s__Methanobrevibacter_smithii
PathID_333	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_animalis
PathID_334	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lactobacillus.s__Lactobacillus_curvatus
PathID_335	PWY-1042: glycolysis IV (plant cytosol)|g__Shigella.s__Shigella_flexneri
PathID_336	GLYOXYLATE-BYPASS: glyoxylate cycle|g__Nakaseomyces.s__Candida_glabrata
PathID_337	PWY-6897: thiamin salvage II|g__Methanosphaera.s__Methanosphaera_stadtmanae
PathID_338	UNINTEGRATED|g__Actinomyces.s__Actinomyces_turicensis
PathID_339	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Haemophilus.s__Haemophilus_sputorum
PathID_340	ARO-PWY: chorismate biosynthesis I|g__Pseudoramibacter.s__Pseudoramibacter_alactolyticus
PathID_341	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA
PathID_342	PWY-5659: GDP-mannose biosynthesis|g__Escherichia.s__Escherichia_coli
PathID_343	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Megasphaera.s__Megasphaera_micronuciformis
PathID_344	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_plantarum
PathID_345	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parabacteroides.s__Parabacteroides_goldsteinii
PathID_346	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA
PathID_347	TCA: TCA cycle I (prokaryotic)|g__Escherichia.s__Escherichia_albertii
PathID_348	PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_sp_1_1_6
PathID_349	GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Haemophilus.s__Haemophilus_parainfluenzae
PathID_350	PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Cronobacter.s__Cronobacter_sakazakii
PathID_351	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_breve
PathID_352	PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Escherichia.s__Escherichia_albertii
PathID_353	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Coprococcus.s__Coprococcus_eutactus
PathID_354	PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PathID_355	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Campylobacter.s__Campylobacter_gracilis
PathID_356	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Oxalobacter.s__Oxalobacter_formigenes
PathID_357	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Fusobacterium.s__Fusobacterium_mortiferum
PathID_358	MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA
PathID_359	PWY-5686: UMP biosynthesis|g__Eikenella.s__Eikenella_corrodens
PathID_360	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_sp_9_1_42FAA
PathID_361	UNINTEGRATED|g__Raoultella.s__Raoultella_ornithinolytica
PathID_362	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Anaeroglobus.s__Anaeroglobus_geminatus
PathID_363	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Paraprevotella.s__Paraprevotella_clara
PathID_364	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Fusobacterium.s__Fusobacterium_varium
PathID_365	VALSYN-PWY: L-valine biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_8_1_57FAA
PathID_366	GLUTORN-PWY: L-ornithine biosynthesis|g__Proteus.s__Proteus_mirabilis
PathID_367	PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Prevotella.s__Prevotella_multisaccharivorax
PathID_368	UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_johnsonii
PathID_369	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Streptococcus.s__Streptococcus_agalactiae
PathID_370	PWY-5686: UMP biosynthesis|g__Parabacteroides.s__Parabacteroides_johnsonii
PathID_371	PWY-5686: UMP biosynthesis|g__Prevotella.s__Prevotella_multisaccharivorax
PathID_372	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_coprophilus
PathID_373	PWY-6737: starch degradation V|g__Streptococcus.s__Streptococcus_sanguinis
PathID_374	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Cetobacterium.s__Cetobacterium_somerae
PathID_375	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Lactobacillus.s__Lactobacillus_salivarius
PathID_376	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Weissella.s__Weissella_paramesenteroides
PathID_377	PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Citrobacter.s__Citrobacter_koseri
PathID_378	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Raoultella.s__Raoultella_ornithinolytica
PathID_379	PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_xylanisolvens
PathID_380	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Dorea.s__Dorea_formicigenerans
PathID_381	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Actinomyces.s__Actinomyces_cardiffensis
PathID_382	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Acidaminococcus.s__Acidaminococcus_fermentans
PathID_383	PWY-6608: guanosine nucleotides degradation III|g__Escherichia.s__Escherichia_coli
PathID_384	UNINTEGRATED|g__Peptoniphilus.s__Peptoniphilus_harei
PathID_385	PWY-5840: superpathway of menaquinol-7 biosynthesis|g__Shigella.s__Shigella_sonnei
PathID_386	PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Alloprevotella.s__Alloprevotella_tannerae
PathID_387	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_6_1_63FAA
PathID_388	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA
PathID_389	PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Veillonella.s__Veillonella_ratti
PathID_390	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Enterobacter.s__Enterobacter_aerogenes
PathID_391	COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Megamonas.s__Megamonas_rupellensis
PathID_392	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Megasphaera.s__Megasphaera_micronuciformis
PathID_393	FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Escherichia.s__Escherichia_coli
PathID_394	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_australis
PathID_395	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae
PathID_396	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Actinomyces.s__Actinomyces_graevenitzii
PathID_397	UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_salivarius
PathID_398	UNINTEGRATED|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA
PathID_399	PWY-5103: L-isoleucine biosynthesis III|g__Neisseria.s__Neisseria_flavescens
PathID_400	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Clostridium.s__Clostridium_sporogenes
PathID_401	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Clostridium.s__Clostridium_sp_L2_50
PathID_402	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA
PathID_403	PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Shigella.s__Shigella_flexneri
PathID_404	PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Shigella.s__Shigella_flexneri
PathID_405	BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae
PathID_406	PWY-6317: galactose degradation I (Leloir pathway)|g__Clostridium.s__Clostridium_sp_KLE_1755
PathID_407	PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Propionibacterium.s__Propionibacterium_freudenreichii
PathID_408	PWY-6703: preQ0 biosynthesis|g__Anaerostipes.s__Anaerostipes_caccae
PathID_409	PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_bolteae
PathID_410	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_equorum
PathID_411	PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Veillonella.s__Veillonella_dispar
PathID_412	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Morganella.s__Morganella_morganii
PathID_413	PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_animalis
PathID_414	PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Clavibacter.s__Clavibacter_michiganensis
PathID_415	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Holdemania.s__Holdemania_sp_AP2
PathID_416	SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Enterobacter.s__Enterobacter_sp_MGH_8
PathID_417	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_sp_4_3_47FAA
PathID_418	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis
PathID_419	PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_casei_paracasei
PathID_420	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae
PathID_421	PWY-2941: L-lysine biosynthesis II|g__Enterococcus.s__Enterococcus_durans
PathID_422	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Fusobacterium.s__Fusobacterium_mortiferum
PathID_423	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bilophila.s__Bilophila_sp_4_1_30
PathID_424	PWY-5705: allantoin degradation to glyoxylate III|unclassified
